"username_1","username_2","timestamp_s" 
"SvenjaSchulze68","spdde",1630266211
"SvenjaSchulze68","spdde",1630264841
"SvenjaSchulze68","spdde",1630264307
"SvenjaSchulze68","spdde",1630264571
"SvenjaSchulze68","spdde",1630264562
"SvenjaSchulze68","spdde",1630264314
"SvenjaSchulze68","spdde",1630265379
"larsklingbeil","spdde",1630272997
"SvenjaSchulze68","spdde",1630263761
"SvenjaSchulze68","spdde",1630263746
"SvenjaSchulze68","spdde",1630264319
"SvenjaSchulze68","spdde",1630271828
"NowaboFM","spdde",1630270273
"NataschaKohnen","spdde",1630265602
"NataschaKohnen","spdde",1630263530
"BernhardBraunLT","spdde",1630266331
"m_rinderspacher","spdde",1630265355
"m_rinderspacher","spdde",1630268613
"m_rinderspacher","spdde",1630265755
"m_rinderspacher","spdde",1630264847
"m_rinderspacher","spdde",1630266955
"m_rinderspacher","spdde",1630263537
"m_rinderspacher","spdde",1630265580
"m_rinderspacher","spdde",1630265206
"gabischoff","spdde",1630268166
"Niniho1","spdde",1630256967
"Nicole21249915","spdde",1630263066
"TomSchreiberMdA","spdde",1630273026
"Hallaschka_HH","spdde",1630267230
"MarianBracht","spdde",1630261664
"MonaHosseini_","spdde",1630261886
"juergencosse","spdde",1630262721
"InkaGoRe","spdde",1630271934
"SvenLefkowitz","spdde",1630266024
"martinhabersaat","spdde",1630270466
"mirko1a","spdde",1630263814
"mirko1a","spdde",1630266126
"mirko1a","spdde",1630263611
"Fcm_BeckerSPD","spdde",1630264232
"Fcm_BeckerSPD","spdde",1630264756
"thorstenbenner","spdde",1630261928
"Dennis_Buchner","spdde",1630263983
"BetMueller","spdde",1630263908
"BetMueller","spdde",1630265219
"BetMueller","spdde",1630265589
"BetMueller","spdde",1630265521
"Krawallstein","spdde",1630267925
"Doro_Martin","spdde",1630264389
"Doro_Martin","spdde",1630266628
"SteinekeCDU","spdde",1630261887
"g_reichenbach","spdde",1630265712
"g_reichenbach","spdde",1630265359
"g_reichenbach","spdde",1630265567
"AnniKlose","spdde",1630260913
"Regendelfin","spdde",1630268814
"Kaiser_SPD","spdde",1630264759
"StefanZimkeit","spdde",1630268013
"StefanZimkeit","spdde",1630267997
"borispistorius","spdde",1630257391
"Ralf_Stegner","spdde",1630264261
"Ralf_Stegner","spdde",1630262755
"jcoetjen","spdde",1630265343
"AlpKIRCI","spdde",1630281255
"W_Schmidt_","spdde",1630253973
"Ralf_Stegner","spdde",1630265085
"sebast_hartmann","spdde",1630268488
"Marcruland","spdde",1630265187
"Marcruland","spdde",1630254511
"Marcruland","spdde",1630271111
"SPDEuropa","spdde",1630257327
"MarkusBlume","spdde",1630263570
"LutzLiebscher","marx2009",1630268143
"MartinRosemann","erik_donner",1630265930
"NataschaKohnen","erik_donner",1630265817
"W_Schmidt_","Ramthun",1630254303
"salomon_alex","sbamueller",1630266846
"rockToamna","torhamster04",1630270352
"mjoukov","torhamster04",1630270942
"LJohrendt","torhamster04",1630273508
"julia_verlinden","torhamster04",1630268710
"sven_kindler","torhamster04",1630272221
"GruenClaudia","MOTSI_MABUSE",1630268730
"FKuschel","AndreasKoristka",1630254061
"nelken_berlin","HendrikjeKlein",1630278259
"nelken2021","HendrikjeKlein",1630278259
"FKuschel","katjakipping",1630254129
"ben_schroeter","DanielaKluckert",1630265678
"hannesleitlein","FrauKulli",1630258800
"RollandGabi","MartinRosemann",1630263262
"ZDF","DasErste",1630263067
"UliGroetsch","DasErste",1630269780
"Markus_Soeder","DasErste",1630259159
"diamantencop77","DasErste",1630260570
"ZDF","DasErste",1630260816
"ulle_schauws","DasErste",1630272649
"KampferWahrheit","DasErste",1630263887
"zeitonline","DasErste",1630266216
"cem_oezdemir","DasErste",1630274809
"mgowan18","DasErste",1630263990
"DoroBaer","DasErste",1630255606
"pkerchner","DasErste",1630262604
"RebHarms","DasErste",1630262135
"UliGroetsch","DasErste",1630268843
"UdoHemmelgarn","ainyrockstar",1630275044
"korbinius2","kvltgamer",1630261472
"AndreasSteier","JuliaKloeckner",1630264138
"TSchipanski","JuliaKloeckner",1630264054
"JM_Luczak","JuliaKloeckner",1630264470
"JonasUrbach","JuliaKloeckner",1630265746
"ninawarken","JuliaKloeckner",1630264007
"schroeder_k","JuliaKloeckner",1630263764
"BerlinGestalter","JuliaKloeckner",1630263976
"samu_laade","landogarn3r",1630271370
"Tobias_Schulze","NineBerry",1630264794
"Harzerkas","kattyreinhardt",1630268545
"fhoemcke","KatjaMitteldorf",1630265605
"schullegr","KatjaMitteldorf",1630267172
"ulle_schauws","fbrantner",1630268370
"mjoukov","fbrantner",1630267383
"ebner_sha","fbrantner",1630267398
"GrueneBeate","fbrantner",1630270895
"A_Schillhaneck","hwieduwilt",1630266756
"StephanDaRe","hwieduwilt",1630269270
"A_Schillhaneck","hwieduwilt",1630266584
"presroi","hwieduwilt",1630266120
"CMller3","AmerAcadPeds",1630269263
"markensysteme","AmerAcadPeds",1630259698
"Sunris34","AmerAcadPeds",1630264042
"d4rkgrey","AmerAcadPeds",1630265904
"CMller3","AmerAcadPeds",1630269103
"CMller3","AmerAcadPeds",1630261806
"buhnije","AmerAcadPeds",1630265316
"markensysteme","AmerAcadPeds",1630266077
"sth269","AmerAcadPeds",1630264767
"hanseanja","JuTime",1630264061
"MisterA172","SPeitsch",1630276932
"Volker_Beck","Kaler_Berlin",1630266103
"pestundcola","mdxdave",1630257722
"JohannesNormann","dbo37",1630277832
"Tobias2892","Ariztizbal",1630259061
"Tobias2892","Ariztizbal",1630258929
"DoktorDude","Ariztizbal",1630264056
"Tobias2892","Ariztizbal",1630258885
"DoktorDude","Ariztizbal",1630264204
"beelzebubchen","Ariztizbal",1630262172
"DSM_Nordkirche","business",1630271123
"AchimStrehlke","a_watch",1630271301
"a_watch","a_watch",1630264737
"NEUMEdIER","a_watch",1630270720
"KlausWeckbach","a_watch",1630267051
"heschaus","a_watch",1630267204
"oezoguz","ChristianHelms",1630268788
"RebHarms","Dorianlynskey",1630263550
"hubertus_heil","MichaelBroecker",1630261637
"mjoukov","bennet_mueller",1630267450
"JohannesNormann","profilonline",1630254076
"hellablum","kirche_moers",1630259081
"Rene_Aust","NOAASatellites",1630273490
"NHC_Atlantic","NOAASatellites",1630253738
"HolgerEwald1","reitschuster",1630253765
"Economicus","reitschuster",1630258991
"UdoHemmelgarn","reitschuster",1630258152
"HolgerEwald1","reitschuster",1630260150
"HolgerEwald1","reitschuster",1630254577
"AlexWallasch","reitschuster",1630254335
"focusonline","FlorianReiter_",1630275076
"Karl_Lauterbach","StefFun",1630255106
"Es17eban","StefFun",1630255428
"gerdcastan","StefFun",1630258939
"YMom2019","StefFun",1630256447
"HeikeBrehmerMdB","tj_tweets",1630269871
"mauricebmueller","tj_tweets",1630269836
"schroeder_k","tj_tweets",1630270655
"MiWae21","tj_tweets",1630261936
"MK27560487","PeterPaulert",1630268422
"BoehningB","rennersen",1630268938
"KirstenTackmann","DIELINKEHESSEN",1630264618
"Harzerkas","SandroWitt",1630268545
"aya_velazquez","zeitonline_pol",1630255454
"netzpolitik","zeitonline_pol",1630253990
"m_aus_s","zeitonline_pol",1630265304
"MdB_Schmidtke","rbrinkhaus",1630264738
"Des_Roin","CheekyBoinc",1630263509
"koschyk","walli5",1630267262
"SteinekeCDU","walli5",1630264162
"petertauber","walli5",1630264848
"MartinRosemann","OlafScholz",1630265696
"benniwalczak","OlafScholz",1630272390
"MartinRosemann","OlafScholz",1630267859
"TSchipanski","OlafScholz",1630271022
"W_Schmidt_","OlafScholz",1630281091
"MartinRosemann","OlafScholz",1630271914
"Ralf_Stegner","OlafScholz",1630265085
"MartinRosemann","OlafScholz",1630271918
"AlpKIRCI","OlafScholz",1630281255
"TSchipanski","OlafScholz",1630270895
"MiRo_SPD","OlafScholz",1630269376
"MartinRosemann","OlafScholz",1630267868
"MartinRosemann","OlafScholz",1630267878
"HolgerMannLE","OlafScholz",1630270461
"HolgerMannLE","OlafScholz",1630263111
"Achim_P","OlafScholz",1630275752
"Juliane_Seifert","OlafScholz",1630266716
"wahlforschung","OlafScholz",1630265802
"AnkeRehlinger","OlafScholz",1630266261
"AnkeRehlinger","OlafScholz",1630265668
"PSchnieder","OlafScholz",1630269582
"Ralf_Stegner","OlafScholz",1630262755
"AnkeRehlinger","OlafScholz",1630276458
"PSchnieder","OlafScholz",1630267203
"spdde","OlafScholz",1630271092
"CSU","OlafScholz",1630268909
"LJohrendt","OlafScholz",1630269629
"EuropaJens","OlafScholz",1630267277
"tj_tweets","OlafScholz",1630269900
"bennet_mueller","OlafScholz",1630266953
"MartinRosemann","OlafScholz",1630269935
"MartinRosemann","OlafScholz",1630269938
"MartinRosemann","OlafScholz",1630264178
"MartinRosemann","OlafScholz",1630264174
"MartinRosemann","OlafScholz",1630269942
"ChristianHirte","OlafScholz",1630267244
"BauerWilli_org","OlafScholz",1630269522
"MartinRosemann","OlafScholz",1630269842
"MartinRosemann","OlafScholz",1630264196
"ChristianHirte","OlafScholz",1630266208
"LJohrendt","OlafScholz",1630269856
"MartinRosemann","OlafScholz",1630264149
"ChristianHirte","OlafScholz",1630264235
"MartinRosemann","OlafScholz",1630265079
"MartinRosemann","OlafScholz",1630261877
"MartinRosemann","OlafScholz",1630264167
"MartinRosemann","OlafScholz",1630269880
"StefanAdamski1","OlafScholz",1630265856
"MartinRosemann","OlafScholz",1630262438
"MartinRosemann","OlafScholz",1630272033
"timo_kon","OlafScholz",1630264517
"MartinRosemann","OlafScholz",1630262956
"hoffmannspd","OlafScholz",1630269619
"Andreas_Schwab","OlafScholz",1630262557
"MartinRosemann","OlafScholz",1630265682
"Andreas_Rimkus","OlafScholz",1630270634
"Andreas_Rimkus","OlafScholz",1630272364
"Andreas_Rimkus","OlafScholz",1630272185
"MartinRosemann","OlafScholz",1630269892
"MartinRosemann","OlafScholz",1630272810
"MartinRosemann","OlafScholz",1630272007
"SteinMdL","OlafScholz",1630275572
"Sebi_Gass","OlafScholz",1630269583
"Sebi_Gass","OlafScholz",1630262784
"MartinRosemann","OlafScholz",1630271982
"petrimv","OlafScholz",1630270814
"JuliaKloeckner","OlafScholz",1630263749
"MartinRosemann","OlafScholz",1630262459
"Real_Eecast","OlafScholz",1630277364
"MartinRosemann","OlafScholz",1630264215
"MartinRosemann","OlafScholz",1630271959
"MartinRosemann","OlafScholz",1630265058
"MartinRosemann","OlafScholz",1630261855
"Hol_Schroeder","OlafScholz",1630262671
"Hol_Schroeder","OlafScholz",1630264105
"MartinRosemann","OlafScholz",1630264352
"MartinRosemann","OlafScholz",1630264163
"MartinRosemann","OlafScholz",1630267604
"MartinRosemann","OlafScholz",1630265877
"MartinRosemann","OlafScholz",1630272832
"MartinRosemann","OlafScholz",1630272799
"MartinRosemann","OlafScholz",1630263648
"MariaNoichl","OlafScholz",1630261132
"SteinMdL","OlafScholz",1630264107
"MartinRosemann","OlafScholz",1630271931
"MartinRosemann","OlafScholz",1630265881
"MartinRosemann","OlafScholz",1630267214
"MartinRosemann","OlafScholz",1630262505
"MartinRosemann","OlafScholz",1630264236
"MartinRosemann","OlafScholz",1630265716
"MariaNoichl","OlafScholz",1630259352
"MariaNoichl","OlafScholz",1630267184
"MartinRosemann","OlafScholz",1630268836
"melanieleonhard","OlafScholz",1630260678
"MartinRosemann","OlafScholz",1630267610
"MartinRosemann","OlafScholz",1630263094
"MartinRosemann","OlafScholz",1630265086
"MartinRosemann","OlafScholz",1630268820
"MartinRosemann","OlafScholz",1630265895
"MartinRosemann","OlafScholz",1630263106
"MartinRosemann","OlafScholz",1630264362
"MartinRosemann","OlafScholz",1630263997
"MartinRosemann","OlafScholz",1630272871
"arif_tasdelen","OlafScholz",1630258479
"Marcruland","OlafScholz",1630271111
"IrisSpranger","OlafScholz",1630263879
"Marcruland","OlafScholz",1630263728
"Marcruland","OlafScholz",1630263493
"FranziskaGiffey","OlafScholz",1630270086
"fdp","OlafScholz",1630267621
"MartinRosemann","OlafScholz",1630265904
"Marcruland","OlafScholz",1630265918
"Marcruland","OlafScholz",1630254511
"MartinRosemann","OlafScholz",1630265923
"MartinRosemann","OlafScholz",1630265926
"Marcruland","OlafScholz",1630266734
"IrisSpranger","OlafScholz",1630270800
"bhoffmann_mdb","OlafScholz",1630271743
"MetinHakverdi","OlafScholz",1630268477
"MartinRosemann","OlafScholz",1630262927
"MartinRosemann","OlafScholz",1630265930
"MetinHakverdi","OlafScholz",1630269992
"MartinRosemann","OlafScholz",1630267854
"sebast_hartmann","OlafScholz",1630267885
"KerstinGriese","OlafScholz",1630269193
"sebast_hartmann","OlafScholz",1630256254
"SebLechner","OlafScholz",1630268868
"MartinRosemann","OlafScholz",1630265700
"SebLechner","OlafScholz",1630267092
"SebLechner","OlafScholz",1630262639
"TSchipanski","OlafScholz",1630265876
"W_Schmidt_","OlafScholz",1630277355
"TSchipanski","OlafScholz",1630266709
"W_Schmidt_","OlafScholz",1630254303
"IrisSpranger","OlafScholz",1630264520
"MartinRosemann","OlafScholz",1630271895
"MartinRosemann","OlafScholz",1630271902
"MartinRosemann","OlafScholz",1630271907
"TSchipanski","OlafScholz",1630271038
"ElnetD","OlafScholz",1630264462
"PSchnieder","OlafScholz",1630266123
"erik_donner","OlafScholz",1630265690
"till_steffen","OlafScholz",1630262852
"spdde","OlafScholz",1630262039
"spdde","OlafScholz",1630262406
"spdde","OlafScholz",1630265442
"spdde","OlafScholz",1630265179
"spdde","OlafScholz",1630266672
"spdde","OlafScholz",1630264014
"spdde","OlafScholz",1630262083
"spdde","OlafScholz",1630261754
"spdde","OlafScholz",1630264718
"Erhard_Grundl","OlafScholz",1630264796
"oleplambeck","OlafScholz",1630272019
"spdde","OlafScholz",1630263765
"dieLinke","OlafScholz",1630263292
"JTrittin","OlafScholz",1630263231
"Erhard_Grundl","OlafScholz",1630265968
"spdde","OlafScholz",1630267398
"spdde","OlafScholz",1630261254
"spdde","OlafScholz",1630266078
"NotkerBerlin","OlafScholz",1630265608
"NotkerBerlin","OlafScholz",1630265596
"SilberhornMdB","OlafScholz",1630272573
"spdde","OlafScholz",1630265953
"spdde","OlafScholz",1630264788
"Stefan_Birkner","OlafScholz",1630267566
"JTrittin","OlafScholz",1630265405
"spdde","OlafScholz",1630264367
"spdde","OlafScholz",1630264704
"spdde","OlafScholz",1630263703
"spdde","OlafScholz",1630264396
"spdde","OlafScholz",1630265580
"NotkerBerlin","OlafScholz",1630265586
"stonie_kiel","OlafScholz",1630268705
"stonie_kiel","OlafScholz",1630262544
"KatjaMast","OlafScholz",1630262560
"KatjaMast","OlafScholz",1630267705
"spdde","OlafScholz",1630261543
"KatjaMast","OlafScholz",1630264834
"IsmailErtug","OlafScholz",1630268337
"KatjaMast","OlafScholz",1630263509
"claasrohmeyer","OlafScholz",1630262522
"JTrittin","OlafScholz",1630263439
"JTrittin","OlafScholz",1630263460
"claasrohmeyer","OlafScholz",1630266366
"MFeldmayer","OlafScholz",1630263464
"spdde","OlafScholz",1630264968
"claasrohmeyer","OlafScholz",1630269201
"brigittezypries","OlafScholz",1630262065
"spdde","OlafScholz",1630263492
"claasrohmeyer","OlafScholz",1630264866
"NotkerBerlin","OlafScholz",1630265570
"spdde","OlafScholz",1630264096
"spdde","OlafScholz",1630262872
"spdde","OlafScholz",1630266591
"OlliLuksic","OlafScholz",1630272056
"spdde","OlafScholz",1630262356
"spdde","OlafScholz",1630265993
"spdde","OlafScholz",1630260995
"spdde","OlafScholz",1630267027
"christophploss","OlafScholz",1630266831
"spdde","OlafScholz",1630265712
"spdde","OlafScholz",1630264290
"jessenphil","OlafScholz",1630268944
"Ralf_Stegner","OlafScholz",1630263811
"spdde","OlafScholz",1630264341
"spdde","OlafScholz",1630260553
"spdde","OlafScholz",1630263743
"MatthiasHauer","OlafScholz",1630268159
"MatthiasHauer","OlafScholz",1630265575
"RollandGabi","OlafScholz",1630262033
"MGrosseBroemer","OlafScholz",1630263528
"MatthiasHauer","OlafScholz",1630269119
"RollandGabi","OlafScholz",1630261258
"MatthiasHauer","OlafScholz",1630266054
"RollandGabi","OlafScholz",1630263645
"spdde","OlafScholz",1630264902
"RollandGabi","OlafScholz",1630261845
"RollandGabi","OlafScholz",1630261833
"spdde","OlafScholz",1630272738
"RollandGabi","OlafScholz",1630261529
"MatthiasHauer","OlafScholz",1630267852
"JensZSPD","OlafScholz",1630264034
"RollandGabi","OlafScholz",1630262872
"MatthiasHauer","OlafScholz",1630265713
"RollandGabi","OlafScholz",1630266615
"Dr_Pantazis","OlafScholz",1630275169
"LutzLiebscher","OlafScholz",1630267387
"ursusistusus","OlafScholz",1630269802
"RadtkeMdEP","OlafScholz",1630262221
"MatthiasHauer","OlafScholz",1630267686
"MatthiasHauer","OlafScholz",1630263664
"MatthiasHauer","OlafScholz",1630270111
"MatthiasHauer","OlafScholz",1630270121
"MatthiasHauer","OlafScholz",1630262181
"MatthiasHauer","OlafScholz",1630266775
"MatthiasHauer","OlafScholz",1630264300
"MatthiasHauer","OlafScholz",1630270239
"MFeldmayer","OlafScholz",1630263376
"LangeJulian","OlafScholz",1630265693
"MatthiasHauer","OlafScholz",1630265314
"MGrosseBroemer","OlafScholz",1630266301
"MatthiasHauer","OlafScholz",1630263891
"MatthiasHauer","OlafScholz",1630266459
"MGrosseBroemer","OlafScholz",1630263577
"Mary_Blumenthal","OlafScholz",1630266332
"rischwasu","OlafScholz",1630262350
"MaikBeermann","OlafScholz",1630266708
"rischwasu","OlafScholz",1630264509
"MaikBeermann","OlafScholz",1630266686
"rischwasu","OlafScholz",1630264212
"Ralf_Stegner","OlafScholz",1630266022
"L_Petersdotter","OlafScholz",1630273716
"Timon_Gremmels","OlafScholz",1630269484
"L_Petersdotter","OlafScholz",1630271176
"StefanKaufmann","OlafScholz",1630269418
"Mary_Blumenthal","OlafScholz",1630262794
"StefanKaufmann","OlafScholz",1630269182
"philipp_fuer_DU","OlafScholz",1630265940
"FBrings","OlafScholz",1630269034
"DJanecek","OlafScholz",1630271794
"philipp_fuer_DU","OlafScholz",1630264782
"philipp_fuer_DU","OlafScholz",1630272779
"philipp_fuer_DU","OlafScholz",1630265745
"santosherrmann","OlafScholz",1630269853
"santosherrmann","OlafScholz",1630263748
"RebHarms","OlafScholz",1630262135
"santosherrmann","OlafScholz",1630267542
"santosherrmann","OlafScholz",1630265068
"borispistorius","OlafScholz",1630257391
"StefanZimkeit","OlafScholz",1630268013
"SteffiLemke","OlafScholz",1630267858
"danielakolbe","OlafScholz",1630261692
"mjoukov","OlafScholz",1630267450
"borispistorius","OlafScholz",1630268619
"mjoukov","OlafScholz",1630264540
"StefanZimkeit","OlafScholz",1630268116
"StefanZimkeit","OlafScholz",1630268836
"borispistorius","OlafScholz",1630268507
"StefanZimkeit","OlafScholz",1630268678
"StefanZimkeit","OlafScholz",1630267997
"borispistorius","OlafScholz",1630268494
"hschmidt","OlafScholz",1630263609
"JanRedmannWk","OlafScholz",1630266711
"AntoniaNiecke","OlafScholz",1630263028
"Kaiser_SPD","OlafScholz",1630264759
"PaulZiemiak","OlafScholz",1630270073
"MichaelRueter","OlafScholz",1630264072
"sven_kindler","OlafScholz",1630267108
"AlskeFreter","OlafScholz",1630263230
"Schabelon","OlafScholz",1630267654
"Regendelfin","OlafScholz",1630268814
"AnniKlose","OlafScholz",1630267581
"Sabine_Baetzing","OlafScholz",1630264595
"F_I_Briest","OlafScholz",1630271619
"frank_thelen","OlafScholz",1630267033
"HHirte","OlafScholz",1630267859
"SchaalLucas","OlafScholz",1630264132
"crueffer","OlafScholz",1630264825
"J_Zachrau","OlafScholz",1630264030
"ManuelaSchwesig","OlafScholz",1630260849
"g_reichenbach","OlafScholz",1630265359
"g_reichenbach","OlafScholz",1630265567
"g_reichenbach","OlafScholz",1630264898
"ntvde_Politik","OlafScholz",1630270407
"ebner_sha","OlafScholz",1630265727
"g_reichenbach","OlafScholz",1630265351
"SteinekeCDU","OlafScholz",1630262911
"UliGroetsch","OlafScholz",1630265058
"larscastellucci","OlafScholz",1630263577
"SteinekeCDU","OlafScholz",1630267223
"ebner_sha","OlafScholz",1630263905
"SteinekeCDU","OlafScholz",1630268615
"UliGroetsch","OlafScholz",1630267502
"UliGroetsch","OlafScholz",1630264049
"ideeflix","OlafScholz",1630265591
"UliGroetsch","OlafScholz",1630265130
"SteinekeCDU","OlafScholz",1630263725
"SteinekeCDU","OlafScholz",1630261887
"UliGroetsch","OlafScholz",1630266999
"UliGroetsch","OlafScholz",1630265336
"UliGroetsch","OlafScholz",1630263586
"BoehningB","OlafScholz",1630269839
"BoehningB","OlafScholz",1630262272
"BoehningB","OlafScholz",1630268863
"BoehningB","OlafScholz",1630268585
"BoehningB","OlafScholz",1630264808
"ChristianEnxing","OlafScholz",1630266337
"SteffenBilger","OlafScholz",1630266856
"K_SA","OlafScholz",1630264761
"StefRemlinger","OlafScholz",1630266296
"K_SA","OlafScholz",1630263360
"cfuehner","OlafScholz",1630263015
"IllyricumSoul","OlafScholz",1630262261
"Alex_Schweitzer","OlafScholz",1630263460
"Schwarz_MdB","OlafScholz",1630272781
"Schwarz_MdB","OlafScholz",1630274034
"Alex_Schweitzer","OlafScholz",1630262221
"IllyricumSoul","OlafScholz",1630266719
"danielasteinro1","OlafScholz",1630270418
"IllyricumSoul","OlafScholz",1630269297
"K_Rudolph_SPD","OlafScholz",1630267887
"gunnar_beck","OlafScholz",1630261745
"IllyricumSoul","OlafScholz",1630266414
"SerpilMidyatli","OlafScholz",1630265820
"SusanneHennig","OlafScholz",1630263097
"FKuschel","OlafScholz",1630281711
"Clemens_Rostock","OlafScholz",1630272911
"SerpilMidyatli","OlafScholz",1630264631
"ricardo_lerch","OlafScholz",1630271506
"SerpilMidyatli","OlafScholz",1630267472
"MariaKlSchmeink","OlafScholz",1630266070
"MariaKlSchmeink","OlafScholz",1630261919
"HNeumannMEP","OlafScholz",1630265517
"kiribraun","OlafScholz",1630265952
"SFischer65","OlafScholz",1630263657
"woelken","OlafScholz",1630269563
"v_olberg","OlafScholz",1630266285
"woelken","OlafScholz",1630264688
"v_olberg","OlafScholz",1630265951
"v_olberg","OlafScholz",1630262260
"woelken","OlafScholz",1630266667
"Christo50420237","OlafScholz",1630262336
"Doro_Martin","OlafScholz",1630270134
"Doro_Martin","OlafScholz",1630264389
"TrolesHeike","OlafScholz",1630268033
"MdB_Schmidtke","OlafScholz",1630263623
"MdB_Schmidtke","OlafScholz",1630265299
"PARTEIESSEN","OlafScholz",1630268095
"joernfreynick","OlafScholz",1630270528
"hubertus_heil","OlafScholz",1630274076
"platz13","OlafScholz",1630266700
"MdB_Schmidtke","OlafScholz",1630262994
"MdB_Schmidtke","OlafScholz",1630266111
"MdB_Schmidtke","OlafScholz",1630266909
"vorwaerts","OlafScholz",1630264777
"CarstenOvens","OlafScholz",1630263035
"CarstenOvens","OlafScholz",1630264611
"CarstenOvens","OlafScholz",1630264234
"CarstenOvens","OlafScholz",1630264490
"hubertus_heil","OlafScholz",1630273271
"platz13","OlafScholz",1630265773
"CarstenOvens","OlafScholz",1630266895
"vorwaerts","OlafScholz",1630263840
"CarstenOvens","OlafScholz",1630261686
"CarstenOvens","OlafScholz",1630265988
"Krawallstein","OlafScholz",1630267925
"DirkWieseSPD","OlafScholz",1630267967
"hubertus_heil","OlafScholz",1630274255
"platz13","OlafScholz",1630269509
"hubertus_heil","OlafScholz",1630267369
"platz13","OlafScholz",1630266532
"vorwaerts","OlafScholz",1630264559
"DirkWieseSPD","OlafScholz",1630269000
"JensZSPD","OlafScholz",1630264772
"JensZSPD","OlafScholz",1630264779
"noahbarkin","OlafScholz",1630269419
"GordonSchnieder","OlafScholz",1630267997
"vorwaerts","OlafScholz",1630265923
"vorwaerts","OlafScholz",1630261910
"BetMueller","OlafScholz",1630262333
"vorwaerts","OlafScholz",1630264695
"vorwaerts","OlafScholz",1630271749
"BetMueller","OlafScholz",1630266580
"BetMueller","OlafScholz",1630263844
"vorwaerts","OlafScholz",1630262566
"BetMueller","OlafScholz",1630265219
"BetMueller","OlafScholz",1630263908
"vorwaerts","OlafScholz",1630266443
"BetMueller","OlafScholz",1630263328
"vorwaerts","OlafScholz",1630264313
"BetMueller","OlafScholz",1630265521
"vorwaerts","OlafScholz",1630263338
"ulixes24","OlafScholz",1630265482
"UdoBullmann","OlafScholz",1630265385
"UdoBullmann","OlafScholz",1630267630
"UdoBullmann","OlafScholz",1630264056
"SawsanChebli","OlafScholz",1630269589
"vorwaerts","OlafScholz",1630262434
"SawsanChebli","OlafScholz",1630262747
"vorwaerts","OlafScholz",1630269587
"CanselK","OlafScholz",1630274077
"CanselK","OlafScholz",1630270067
"CanselK","OlafScholz",1630269617
"jorg_radek","OlafScholz",1630266337
"BarisOenes","OlafScholz",1630265435
"OpheliaNick","OlafScholz",1630265465
"jorg_radek","OlafScholz",1630268352
"CanselK","OlafScholz",1630271220
"jorg_radek","OlafScholz",1630266262
"schroeder_k","OlafScholz",1630271883
"MdB_Schmidtke","OlafScholz",1630262361
"jorg_radek","OlafScholz",1630266324
"CanselK","OlafScholz",1630268432
"Dennis_Buchner","OlafScholz",1630273696
"spdberlin","OlafScholz",1630262185
"schroeder_k","OlafScholz",1630261950
"FalkoMohrs","OlafScholz",1630267187
"Dennis_Buchner","OlafScholz",1630263983
"Dennis_Buchner","OlafScholz",1630270421
"Tagesspiegel","OlafScholz",1630270555
"JM_Luczak","OlafScholz",1630270997
"JM_Luczak","OlafScholz",1630270655
"justMPO","OlafScholz",1630256514
"PhilColler","OlafScholz",1630262726
"Fcm_BeckerSPD","OlafScholz",1630264756
"MuellerChemnitz","OlafScholz",1630269533
"Fcm_BeckerSPD","OlafScholz",1630264232
"CimK13","OlafScholz",1630264957
"oezoguz","OlafScholz",1630262207
"LukasKilian","OlafScholz",1630263303
"SPDEuropa","OlafScholz",1630257327
"KlausAdelt","OlafScholz",1630256209
"oezoguz","OlafScholz",1630273117
"JensZSPD","OlafScholz",1630264886
"oezoguz","OlafScholz",1630261732
"RuthMuellerSPD","OlafScholz",1630266761
"KlausAdelt","OlafScholz",1630256277
"JoSteiniger","OlafScholz",1630267349
"mirko1a","OlafScholz",1630266126
"RuthMuellerSPD","OlafScholz",1630261522
"RuthMuellerSPD","OlafScholz",1630261711
"LukasKilian","OlafScholz",1630261808
"RuthMuellerSPD","OlafScholz",1630266571
"RuthMuellerSPD","OlafScholz",1630263755
"mirko1a","OlafScholz",1630263611
"LukasKilian","OlafScholz",1630262013
"RuthMuellerSPD","OlafScholz",1630269499
"mirko1a","OlafScholz",1630263814
"fiedelseb","OlafScholz",1630265664
"RuthMuellerSPD","OlafScholz",1630263585
"ingeblask","OlafScholz",1630263783
"JensZSPD","OlafScholz",1630265124
"ingeblask","OlafScholz",1630265817
"ingeblask","OlafScholz",1630266136
"ingeblask","OlafScholz",1630267546
"RuthMuellerSPD","OlafScholz",1630261442
"ingeblask","OlafScholz",1630265267
"ingeblask","OlafScholz",1630267429
"martinhabersaat","OlafScholz",1630270709
"ingeblask","OlafScholz",1630268280
"ingeblask","OlafScholz",1630268575
"RuthMuellerSPD","OlafScholz",1630265409
"LukasKilian","OlafScholz",1630265153
"ingeblask","OlafScholz",1630265882
"ingeblask","OlafScholz",1630265279
"punktpreradovic","OlafScholz",1630267513
"ingeblask","OlafScholz",1630265848
"LukasKilian","OlafScholz",1630263781
"ingeblask","OlafScholz",1630263761
"ingeblask","OlafScholz",1630263792
"martinhabersaat","OlafScholz",1630265960
"LukasKilian","OlafScholz",1630267062
"ilkhanipour","OlafScholz",1630272056
"ingeblask","OlafScholz",1630266530
"Paritaet","OlafScholz",1630265165
"ingeblask","OlafScholz",1630265687
"ingeblask","OlafScholz",1630265673
"ingeblask","OlafScholz",1630266086
"ingeblask","OlafScholz",1630264457
